QUESTION,SENTENCE,LABEL
What represents a musical theme familiar from several of Vermeer's larger paintings the two in the National Gallery?,"The painting represents a musical theme familiar from several of Vermeer's larger paintings, in particular the two in the National Gallery, London.",1
Who were still in the tradition of ``disguised symbolism'''' as something that gave depth to empirical precision?,"The Dutch, on the other hand, were still in the tradition of'' ``disguised symbolism'''' (Erwin Panofsky) as something that gave depth to empirical precision.",1
Who asks for another?,The old soldier looks at the maidservant wearily; she holds up a coin and in no uncertain terms asks for another.,1
When was the outlaw's life and figure a major concern for Munkcsy ever?,``The outlaw's life and figure was a major concern for Munkcsy ever since his childhood.,1
What was the local color very distinct in?,"There is air all round, and the local color, which was very distinct in the bluish green of the fifties, is somewhat neutralized by a greyish tint in the bronze-brown foliage.",1
What did Zandomeneghi settle in in 1874?,"Zandomeneghi settled in Paris in 1874, living a reclusive life, and, unsuccessful in his lifetime, was obliged to earn a living doing fashion drawings.",1
What wears the Spanish Royal Order?,"The model, archivist of the Inquisition, wears the Spanish Royal Order, given by Joseph Bonaparte in 1809.",1
What does the May Queen Festival imagine as the girl who leads the quest for spring treats?,"The May Queen Festival imagines a lovely procession of country bumpkins, all as innocent as the girl who leads the quest for spring treats",1
Who is Lord Brooke?,"The sitter of this elegant portrait is Francis Greville, Lord Brooke, later 1st Earl of Warwick.",1
Who was Andrea Mantegna?,"The Paduan Francesco Squarcione is best known in history and perhaps in his own time as well, as a skilled and effective teacher; his most famous pupil was Andrea Mantegna.",1
When was the marriage to Johann Wilhelm von der Pfalz-Neuburg celebrated?,The marriage to Johann Wilhelm von der Pfalz-Neuburg was celebrated in 1691,1
Whose Reconquest of Padua by Andrea Gritti is one of the thirty five panels on the ceiling of the Sala del Maggior Consiglio?,Palma Giovane's Reconquest of Padua by Andrea Gritti is one of the thirty five panels on the ceiling of the Sala del Maggior Consiglio,1
Who was the 1660s?,"At the beginning of the 1660s, Hobbema and his teacher, Jacob van Ruisdael went o a study trip together through the provinces of Gelderland and Twenthe, where there were many watermills.",1
What permeate the painting with an intimate glow?,"The warm tonalities of the instruments, which absorb the rich red of the fabric, permeate the painting with an intimate glow.",1
"What represents the two children of the artist, Sasha and Yurra Serov?","The painting represents the two children of the artist, Sasha and Yurra Serov",1
Who was illustrator?,"Noted for numerous paintings and illustrations relating to events in Prussia's recent history, he was a chronicler of the life of Frederick the Great (reigned 1740-1786).",1
Who is the the elegant black dress with a wide lace collar with?,"Grand Duchess Vittoria della Rovere is portrayed in a an elegant black dress with a wide lace collar, with her first son Cosimo III, future Grand Duke, aged about 3 or 4 years",1
What seems to lie beyond the natural world?,"With the help of painted light, whose source seems to lie beyond the natural world, Baldung portrays the miracle of the Holy Night with what is for him an unusual depth of feeling.",1
What were Two Women Crossing the Fields?,"The first of van Gogh's broad-format paintings, Two Women Crossing the Fields, was even smaller (30 x 60 cm)",1
What is in the Chocolate Girl?,The summit of Liotard's virtuosity as a pastellist is in the Chocolate Girl.,1
What is the basket of fruit a vase of on a ledge?,"This still-life composition shows a basket of fruit, a vase of flowers and fruit on a ledge",1
Who is in contrast to customary iconography holding a book instead of a rosary?,"St Monica, the mother of St Augustine, is in contrast to customary iconography holding a book instead of a rosary.",1
What can the influence of Sienese painting be seen in?,The influence of Sienese painting can be seen in this mature work of the Florentine Bernardo Daddi,1
What is the Palazzo Mediceo?,"This is the only surviving fresco fragment from the Palazzo Mediceo, Milan.",1
Who was the bishop and tutor to the Dauphin over seventy when Rigaud painted his portrait?,"Over seventy when Rigaud painted his portrait, the bishop and tutor to the Dauphin was a celebrated preacher, whose funeral orations were published and enthusiastically circulated.",1
What was seen from the fourteenth century as the epitome of the ` Image of Piety '?,"This representation of the half-length Man of Sorrows was seen from the fourteenth century as the epitome of the ` Image of Piety ', a devotional picture that commands compassion",1
Who saw the light of day in 1658?,"In 1658, the famous Theatrum Pictorum saw the light of day; Teniers was responsible for copying all the Italian paintings from the Archduke's collection into a small format.",1
